
 Lista de Imóveis da Caixa;;Data de geração:;26/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1787700255589 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ; RUA 300, N. SN, Apto 103, BLOCO 16, LOTE RESIDENCIAL 301, VG N. ;229.433,14;400.000,00;42.65;Apartamento, 0.00 de área total, 189.34 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700255589
 8787707881424 ;DF ;BRASILIA ;RECANTO DAS EMAS ;QUADRA 118, N. S/N, LT 23, CONJ 2 ;176.037,54;287.500,00;38.77;Terreno, 110.00 de área total, 0.00 de área privativa, 127.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707881424
 10215739 ;DF ;BRASILIA ;ALTO DA BOA VISTA (SOBRADINHO) ;RODOVIA BR-020, N. 00, BL B, LT 12, ENTRE QUADRA 101/102 ;251.739,15;395.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10215739
 10222638 ;DF ;BRASILIA ;AGUAS CLARAS ;AVENIDA JACARANDA, N. S/N, Apto 1805, LT 20 ;166.976,35;262.000,00;36.27;Apartamento, 0.00 de área total, 32.29 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10222638
 10224691 ;DF ;BRASILIA ;TAGUATINGA NORTE (TAGUATINGA) ;QNF 4, N. SN, LT 01 ;343.512,41;539.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 340.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10224691
 1444401316648 ;DF ;BRASILIA ;ASA NORTE ;QUADRA SCRN 712/713, N. 46, Apto 302, BL H ;209.039,09;328.000,00;36.27;Apartamento, 0.00 de área total, 37.80 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401316648
 1444401941097 ;DF ;BRASILIA ;BRASILIA ;QD 703 SCLRN, N. SN, Apto 204, BL F ENTRADA 14 ;203.239,18;318.899,45;36.27;Apartamento, 45.70 de área total, 39.76 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401941097
 1444419213166 ;DF ;BRASILIA ;TAGUATINGA ;QNL 10, N. SN, LT 10 CJ J ;277.241,40;435.015,19;36.27;Casa, 243.36 de área total, 44.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419213166
 8097509756014 ;DF ;BRASILIA ;ASA NORTE ;CLN 410, N. SN, Apto 105, BL B QD 410 ;223.060,01;350.000,00;36.27;Apartamento, 68.57 de área total, 52.94 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8097509756014
 1787701561098 ;DF ;BRASILIA ;ITAPOA PARQUE ;SETOR HABITACIONAL ITAPOA, N. SN, Apto 204, BL D2 LT 05 CJ 02 QD 501 ;128.210,51;144.000,00;10.97;Apartamento, 46.40 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701561098
 1787701030246 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;QUADRA 501, N. SN, Apto 03, BL E1 LT 06 CJ 02 ;137.636,51;148.000,00;7.01;Apartamento, 63.69 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701030246
 10223993 ;DF ;BRASILIA ;ASA SUL ;SQS 311 BL K  PROJ 08, N. SN, VAGA DE GARAGEM 07 ;50.000,00;50.000,00;0.00;Outros, 0.00 de área total, 19.18 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10223993
 1444400617326 ;DF ;BRASILIA ;CEILANDIA NORTE (CEILANDIA) ;QNN-03, N. S/N, CONJUNTO P, LT 10 ;640.000,00;640.000,00;0.00;Casa, 0.00 de área total, 340.00 de área privativa, 250.00 de área do terreno, 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400617326
 1444400838233 ;DF ;BRASILIA ;TAGUATINGA ;AREA ESPECIAL N 3 SETOR H NORTE, N. SN, Apto 1204, TORRE B VG 96 SUB ;230.462,51;230.462,51;0.00;Apartamento, 94.43 de área total, 46.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400838233
 1787700558476 ;DF ;BRASILIA ;SAMAMBAIA SUL (SAMAMBAIA) ; QUADRA 302 CONJUNTO 6, N. SN, Apto 702, TORRE 02, LT 01 ;300.000,00;300.000,00;0.00;Apartamento, 100.12 de área total, 51.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700558476
 1787701253474 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;LT 7, CNJ 2, QD 501, N. S/N, Apto 103, BL E1 ;155.000,00;155.000,00;0.00;Apartamento, 63.60 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701253474
 1787701321682 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;QUADRA 501, N. SN, Apto 303,  BLB2 LT07 CONJ02 ;153.949,63;153.949,63;0.00;Apartamento, 63.60 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701321682
 8444414440707 ;DF ;BRASILIA ;TAGUATINGA ;RUA 35 NORTE, N. SN, Apto 303, LT 5, VG 04, BAIRRO: AGUAS CLARAS ;656.786,39;656.786,39;0.00;Apartamento, 152.78 de área total, 86.95 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414440707
 8555521024350 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ; RUA 600, N. SN, Apto 202, LT 601, BL H, ;216.000,00;216.000,00;0.00;Apartamento, 72.09 de área total, 64.20 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521024350
 8555532566338 ;DF ;BRASILIA ;RIACHO FUNDO II ; QUADRA QN 21, N. S/N, Apto 401, BL 9, LT 1 A 8, CJ2 ;200.000,00;200.000,00;0.00;Apartamento, 96.44 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532566338
 8787706080720 ;DF ;BRASILIA ;ITAPOA I ;AVENIDA ITAPOA, N. SN, Apto 301, BL F1 LT 12 CJ 01 QD 502 ;200.000,00;200.000,00;0.00;Apartamento, 63.37 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706080720
 8787706332745 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;QUADRA 502, N. 09, Apto 203, BL. B2, CONJ 2 ;219.500,00;219.500,00;0.00;Apartamento, 79.09 de área total, 59.85 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706332745
