
 Lista de Imóveis da Caixa;;Data de geração:;13/02/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444414728931 ;SE ;AQUIDABA ;CENTRO ;AVENIDA MINISTRA LEONOR BARRETO FRANCO, N. 2256, ;135.326,01;215.000,00;37.06;Casa, 93.79 de área total, 93.79 de área privativa, 174.82 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414728931
 1444400933651 ;SE ;ARACAJU ;JABOTIANA ;TRAVESSA GOVERNADOR MANOEL DANTAS, N. 44, ;141.201,09;250.000,00;43.52;Casa, 0.00 de área total, 184.48 de área privativa, 130.16 de área do terreno,  8 qto(s), varanda, WC, WC Emp, 2 sala(s), 1 lavabo(s), DCE, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400933651
 1444405723310 ;SE ;ARACAJU ;SAO JOSE ;AVENIDA AUGUSTO MAYNARD, N. 162, Apto 202, ;288.862,70;490.000,00;41.05;Apartamento, 203.70 de área total, 140.24 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405723310
 8444404540067 ;SE ;ARACAJU ;OLARIA ;RUA CONTORNO, N. 70, Apto 03, BL 12 ;73.704,43;123.201,51;40.18;Apartamento, 47.62 de área total, 47.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404540067
 8444404034897 ;SE ;ARACAJU ;FAROLANDIA ;CONJUNTO AUGUSTO FRANCO, N. S/N, Apto 202, ;68.797,93;115.000,00;40.18;Apartamento, 52.00 de área total, 47.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404034897
 8787706720486 ;SE ;ARACAJU ;SANTA MARIA ;RUA JORNALISTA JUAREZ CONRADO DANTAS, N. 1125, Apto 104, BL 24 VG 389 ;117.860,63;195.000,00;39.56;Apartamento, 77.32 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706720486
 8444419075411 ;SE ;ARACAJU ;SIQUEIRA CAMPOS ;RUA DISTRITO FEDERAL, N. 1570, CASA A ;105.912,98;171.490,00;38.24;Casa, 132.96 de área total, 126.33 de área privativa, 137.00 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419075411
 1240500005831 ;SE ;ARACAJU ;COROA DO MEIO ;AVENIDA CONSELHEIRO JOAO MOREIRA FILHO, N. 2690, Apto 101, ED LENNOS -AV PF JOSE FREITAS DE ANDRA ;138.473,13;220.000,00;37.06;Apartamento, 0.00 de área total, 81.26 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1240500005831
 1444407630980 ;SE ;ARACAJU ;SANTOS DUMONT ; RUA ALMIRANTE JAIME PAULO, N. 158, ;125.255,24;199.000,00;37.06;Casa, 125.09 de área total, 125.09 de área privativa, 156.76 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 2 sala(s), DCE, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407630980
 8444403717737 ;SE ;ARACAJU ;PONTO NOVO ;AVENIDA PRESIDENTE TANCREDO NEVES, N. 3790, Apto 03, BL L ED EUCALYPTUS ;144.767,36;230.000,00;37.06;Apartamento, 66.40 de área total, 66.40 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403717737
 1217500006850 ;SE ;ARACAJU ;CASTELO BRANCO ;RUA DOM PEDRO I, N. 178, ;291.252,64;457.000,00;36.27;Casa, 230.00 de área total, 230.00 de área privativa, 230.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1217500006850
 1555538979725 ;SE ;ARACAJU ;GETULIO VARGAS ;RUA DIVINA PASTORA, N. 865, ;329.048,59;516.305,04;36.27;Casa, 345.00 de área total, 127.40 de área privativa, 127.40 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555538979725
 1444417796210 ;SE ;ARACAJU ;DEZOITO DO FORTE ;RUA B, N. 112, LT 09 QD D ;182.909,20;287.000,00;36.27;Casa, 104.14 de área total, 104.14 de área privativa, 130.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417796210
 1444415542629 ;SE ;ARACAJU ;JOSE CONRADO DE ARAUJO ;RUA REVERENDO ALFEU BARRA DE OLIVEIRA, N. 62, ;248.552,58;390.000,00;36.27;Casa, 337.56 de área total, 337.56 de área privativa, 180.00 de área do terreno,  4 qto(s), a.serv, WC, cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415542629
 1555517338380 ;SE ;ARACAJU ;JOSE CONRADO DE ARAUJO ;RUA JOSE DE OLIVEIRA, N. 828, ;203.940,58;320.000,00;36.27;Casa, 153.00 de área total, 153.00 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555517338380
 10267666 ;SE ;ARACAJU ;SAO JOSE ;AVENIDA GONCALO PRADO ROLEMBERG, N. 908 ;758.404,02;1.190.000,00;36.27;Prédio, 0.00 de área total, 595.44 de área privativa, 327.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10267666
 1444407222459 ;SE ;ARACAJU ;SANTOS DUMONT ;RUA MAJOR CORBINIANO, N. 221, QD II LT 23 ;159.328,58;250.000,00;36.27;Casa, 120.00 de área total, 120.00 de área privativa, 210.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407222459
 8444412487064 ;SE ;ARACAJU ;ARACAJU ;BECO DO ENGENHO NOVO, N. 42, Apto 402, BLOCO 01 ;140.000,00;140.000,00;0.00;Apartamento, 72.27 de área total, 51.45 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412487064
 8555520316455 ;SE ;ARACAJU ;JABOTIANA ; RUA D, N. 306, Apto 203, ED AMENDOEIRA ;180.000,00;180.000,00;0.00;Apartamento, 53.56 de área total, 48.95 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555520316455
 1555524975668 ;SE ;ARACAJU ;INDUSTRIAL ;AVENIDA JOSE CONRADO DE ARAUJO, N. 320, Apto 06, BL 05 ;210.000,00;210.000,00;0.00;Apartamento, 61.40 de área total, 61.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555524975668
 8444431872458 ;SE ;ARACAJU ;SAO JOSE ;AVENIDA AUGUSTO MAYNARD, N. 162, Apto 701, ;455.000,00;455.000,00;0.00;Apartamento, 203.70 de área total, 140.24 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431872458
